id,y_2010,y_2012
1,910543.4612,910543.4612
2,90716.32635,90716.32635
3,55945.50232,55945.50232
4,41832.63845,41832.63845
5,55708.67318,55708.67318
6,120879.7471,120879.7471
7,57937.0201,57937.0201
8,59024.28116,59024.28116
9,52414.59511,52414.59511
10,43942.5708,43942.5708
11,48700.68356,48700.68356
12,48022.49102,48022.49102
13,246065.4785,246065.4785
14,54815.18141,54815.18141
15,151990.4844,151990.4844
16,110093.2561,110093.2561
17,62576.71829,62576.71829
18,54018.5743,54018.5743
19,35050.71302,35050.71302
20,3627.791857,3627.791857
21,53738.68531,53738.68531
22,121450.29,121450.29
23,86647.17109,86647.17109
24,66064.56566,66064.56566
25,96626.28994,96626.28994
26,98111.85455,98111.85455
27,80274.31418,80274.31418
28,225224.514,225224.514
29,54524.52747,54524.52747
30,60186.89695,60186.89695
31,85570.67499,85570.67499
32,75031.77817,75031.77817
33,97842.73053,97842.73053
34,73104.85015,73104.85015
35,119921.6655,119921.6655
36,120449.1486,120449.1486
37,103408.2154,103408.2154
38,86044.33327,86044.33327
39,630159.287,630159.287
40,128781.2284,128781.2284
41,158158.807,158158.807
42,51144.32971,51144.32971
43,76958.70619,76958.70619
44,116918.2414,116918.2414
45,131827.7124,131827.7124
46,134809.6066,134809.6066
47,42037.17271,42037.17271
48,43350.49795,43350.49795
49,79380.82241,79380.82241
50,72738.84148,72738.84148
51,84203.52494,84203.52494
52,157782.0334,157782.0334
53,516136.8201,516136.8201
54,157846.6231,157846.6231
55,141182.4635,141182.4635
56,131698.5329,131698.5329
57,108467.747,108467.747
58,74827.24391,74827.24391
59,149277.7142,149277.7142
60,35212.18743,35212.18743
61,63954.6333,63954.6333
62,84214.2899,84214.2899
63,127220.3091,127220.3091
64,88175.79555,88175.79555
65,131515.5285,131515.5285
66,1048840.915,1048840.915
67,89962.77908,89962.77908
68,68701.9811,68701.9811
69,99769.65855,99769.65855
70,54212.3436,54212.3436
71,108306.2726,108306.2726
72,175824.108,175824.108
73,90167.31334,90167.31334
74,61586.34188,61586.34188
75,75204.01755,75204.01755
76,89198.46685,89198.46685
77,177417.3222,177417.3222
78,69810.77209,69810.77209
79,98585.51284,98585.51284
80,276627.2028,276627.2028
81,355545.1319,355545.1319
82,267692.2852,267692.2852
83,24888.58983,24888.58983
84,322227.5776,322227.5776
85,121095.0463,121095.0463
86,130471.3273,130471.3273
87,179634.9042,179634.9042
88,144099.7679,144099.7679
89,132150.6612,132150.6612
90,79402.35234,79402.35234
91,149353.0689,149353.0689
92,162863.095,162863.095
93,62243.0045,62243.0045
94,297532.7571,297532.7571
95,1178375.691,1178375.691
96,322841.1804,322841.1804
97,122429.9015,122429.9015
98,126822.0055,126822.0055
99,272558.0476,272558.0476
100,47032.11461,47032.11461
101,185996.9962,185996.9962
102,298576.9583,298576.9583
103,124981.1972,124981.1972
104,184306.8973,184306.8973
105,167201.3743,167201.3743
106,155984.2849,155984.2849
107,537882.0413,537882.0413
108,50153.9533,50153.9533
109,95948.09739,95948.09739
110,26277.2698,26277.2698
111,23704.44412,23704.44412
112,69972.2465,69972.2465
113,201896.8436,201896.8436
114,62781.25255,62781.25255
115,86205.80769,86205.80769
116,97099.94822,97099.94822
117,36428.62802,36428.62802
118,59045.81109,59045.81109
119,94257.99852,94257.99852
120,202327.442,202327.442
121,129007.2926,129007.2926
122,76786.46681,76786.46681
123,64718.94553,64718.94553
124,91297.63424,91297.63424
125,70467.43471,70467.43471
126,221435.2478,221435.2478
127,78573.45034,78573.45034
128,34663.17442,34663.17442
129,77733.78338,77733.78338
130,65095.71917,65095.71917
131,82965.55443,82965.55443
132,97950.38014,97950.38014
133,134712.722,134712.722
134,55461.07907,55461.07907
135,122257.6621,122257.6621
136,125573.2701,125573.2701
137,102643.9031,102643.9031
138,125174.9665,125174.9665
139,111901.7696,111901.7696
140,75871.44513,75871.44513
141,65364.84319,65364.84319
142,78078.26213,78078.26213
143,80306.60906,80306.60906
144,81436.92997,81436.92997
145,111804.8849,111804.8849
146,129018.0576,129018.0576
147,124550.5988,124550.5988
148,77367.77471,77367.77471
149,99425.1798,99425.1798
150,95614.3836,95614.3836
151,55202.72001,55202.72001
152,79531.53187,79531.53187
153,131171.0498,131171.0498
154,101901.1208,101901.1208
155,86012.03839,86012.03839
156,61457.16235,61457.16235
157,97390.60217,97390.60217
158,39550.46671,39550.46671
159,189786.2624,189786.2624
160,95108.43044,95108.43044
161,51661.04784,51661.04784
162,81652.22919,81652.22919
163,73578.50844,73578.50844
164,262675.8134,262675.8134
165,160753.1626,160753.1626
166,179581.0794,179581.0794
167,162809.2702,162809.2702
168,171518.1236,171518.1236
169,131192.5797,131192.5797
170,141699.1816,141699.1816
171,148793.2909,148793.2909
172,88660.2188,88660.2188
173,103268.2709,103268.2709
174,135487.7991,135487.7991
175,115346.5571,115346.5571
176,142495.7888,142495.7888
177,109135.1746,109135.1746
178,101739.6464,101739.6464
179,69778.4772,69778.4772
180,64395.9967,64395.9967
181,57904.72522,57904.72522
182,98671.63253,98671.63253
183,53103.55261,53103.55261
184,147189.3118,147189.3118
185,66182.98023,66182.98023
186,101987.2405,101987.2405
187,111449.6412,111449.6412
188,60003.89261,60003.89261
189,110039.4313,110039.4313
190,91050.04014,91050.04014
191,102482.4287,102482.4287
192,43081.37392,43081.37392
193,163175.2788,163175.2788
194,188731.2963,188731.2963
195,190981.1731,190981.1731
196,128953.4678,128953.4678
197,98133.38448,98133.38448
198,162152.6075,162152.6075
199,99651.24398,99651.24398
200,107208.2466,107208.2466
201,61984.64544,61984.64544
202,64912.71483,64912.71483
203,65677.02706,65677.02706
204,1349592.396,1349592.396
205,7919286.619,7919286.619
